Time,layout.dim,layout.data_offset,data_0,data_1
1702347118.2859926,[],0,-0.1275286645917524,0.13619846068482927
1702347118.2956147,[],0,-0.1275286645917524,0.13619846068482927
1702347118.304652,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3151033,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3247097,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3349361,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3448865,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3546958,[],0,-0.1275286645917524,0.13619846068482927
1702347118.36472,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3748474,[],0,-0.1275286645917524,0.13619846068482927
1702347118.3847792,[],0,-0.1275286645917524,0.13619846068482927
1702347118.394939,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4047308,[],0,-0.1275286645917524,0.13619846068482927
1702347118.414655,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4249985,[],0,-0.1275286645917524,0.13619846068482927
1702347118.434916,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4450948,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4546535,[],0,-0.1275286645917524,0.13619846068482927
1702347118.464831,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4756584,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4846869,[],0,-0.1275286645917524,0.13619846068482927
1702347118.4949193,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5049093,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5144894,[],0,-0.1275286645917524,0.13619846068482927
1702347118.524966,[],0,-0.1275286645917524,0.13619846068482927
1702347118.534668,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5449667,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5550048,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5649447,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5744953,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5849187,[],0,-0.1275286645917524,0.13619846068482927
1702347118.5947263,[],0,-0.1275286645917524,0.13619846068482927
1702347118.604856,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6146715,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6247437,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6348553,[],0,-0.1275286645917524,0.13619846068482927
1702347118.644741,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6550636,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6645854,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6746435,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6847336,[],0,-0.1275286645917524,0.13619846068482927
1702347118.6948087,[],0,-0.1275286645917524,0.13619846068482927
1702347118.705045,[],0,-0.1275286645917524,0.13619846068482927
1702347118.714907,[],0,-0.1275286645917524,0.13619846068482927
1702347118.7252533,[],0,-0.1275286645917524,0.13619846068482927
1702347118.7349234,[],0,-0.1275286645917524,0.13619846068482927
1702347118.7452116,[],0,-0.1275286645917524,0.13619846068482927
1702347118.7547123,[],0,-0.1275286645917524,0.13619846068482927
1702347118.764861,[],0,-0.1275286645917524,0.13619846068482927
1702347118.775043,[],0,-0.1275286645917524,0.13619846068482927
1702347118.7847798,[],0,-0.1275286645917524,0.13619846068482927
1702347118.79477,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8049164,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8146853,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8249145,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8348446,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8448012,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8546255,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8646743,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8745024,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8844924,[],0,-0.1275286645917524,0.13619846068482927
1702347118.8948348,[],0,-0.1275286645917524,0.13619846068482927
1702347118.904543,[],0,-0.1275286645917524,0.13619846068482927
