74	2030
130	2079
188	2128
247	2175
307	2224
365	2274
423	2322
481	2371
537	2423
597	2472
656	2521
714	2571
772	2620
830	2668
888	2718
945	2769
1002	2817
1060	2866
1117	2916
1175	2966
1147	2977
1085	2925
1026	2873
966	2824
908	2777
847	2726
788	2676
729	2629
670	2579
611	2528
552	2481
495	2430
435	2381
375	2334
317	2284
257	2234
199	2185
141	2134
82	2083
23	2033
