36	2023
97	2081
159	2142
223	2202
288	2263
351	2323
414	2385
477	2449
537	2510
602	2573
664	2634
727	2696
791	2759
853	2820
917	2884
977	2944
1041	3003
1102	3066
1165	3125
1230	3172
1254	3180
1208	3164
1145	3126
1082	3068
1017	3003
953	2941
881	2878
816	2814
753	2753
690	2693
629	2634
564	2573
502	2512
441	2452
377	2390
315	2329
253	2266
194	2204
131	2139
70	2074
