Time,data
1702347118.2780282,7.8035969734191895
1702347118.2786238,7.8035969734191895
1702347118.2786615,7.8035969734191895
1702347118.2881076,7.8035969734191895
1702347118.2894475,7.8035969734191895
1702347118.2894654,7.8035969734191895
1702347118.2897985,7.8035969734191895
1702347118.2899559,7.8035969734191895
1702347118.2901068,7.8035969734191895
1702347118.2956147,7.8035969734191895
1702347118.2956836,7.8035969734191895
1702347118.2956896,7.8035969734191895
1702347118.2956939,7.8035969734191895
1702347118.2961755,7.8035969734191895
1702347118.2967043,7.8035969734191895
1702347118.305037,7.8035969734191895
1702347118.3052397,7.8035969734191895
1702347118.305284,7.8035969734191895
1702347118.3055317,7.8035969734191895
1702347118.3056612,7.8035969734191895
1702347118.3068256,7.8035969734191895
1702347118.3153465,7.8035969734191895
1702347118.315585,7.8035969734191895
1702347118.3157709,7.8035969734191895
1702347118.315941,7.8035969734191895
1702347118.3162205,7.8035969734191895
1702347118.3164246,7.8035969734191895
1702347118.3251333,7.8035969734191895
1702347118.3253455,7.8035969734191895
1702347118.325461,7.8035969734191895
1702347118.3256366,7.8035969734191895
1702347118.3256505,7.8035969734191895
1702347118.325804,7.8035969734191895
1702347118.3356652,7.8035969734191895
1702347118.3356762,7.8035969734191895
1702347118.3356848,7.8035969734191895
1702347118.3357134,7.8035969734191895
1702347118.3360336,7.8035969734191895
1702347118.3371212,7.8035969734191895
1702347118.3453746,7.8035969734191895
1702347118.34548,7.8035969734191895
1702347118.3456073,7.8035969734191895
1702347118.3460817,7.8035969734191895
1702347118.3461273,7.8035969734191895
1702347118.3461413,7.8035969734191895
1702347118.3553195,7.8035969734191895
1702347118.3554235,7.8035969734191895
1702347118.355453,7.8035969734191895
1702347118.3556652,7.8035969734191895
1702347118.3557317,7.8035969734191895
1702347118.356014,7.8035969734191895
1702347118.3652887,7.8035969734191895
1702347118.3656158,7.8035969734191895
1702347118.365629,7.8035969734191895
1702347118.3659074,7.8035969734191895
1702347118.3662686,7.8035969734191895
1702347118.3665922,7.8035969734191895
1702347118.37519,7.8035969734191895
1702347118.3754225,7.8035969734191895
1702347118.3760347,7.8035969734191895
1702347118.37629,7.8035969734191895
1702347118.3770134,7.8035969734191895
1702347118.3771694,7.8035969734191895
1702347118.385455,7.8035969734191895
1702347118.3854723,7.8035969734191895
1702347118.3855948,7.8035969734191895
1702347118.3859472,7.8035969734191895
1702347118.386024,7.8035969734191895
1702347118.3861883,7.8035969734191895
1702347118.3953671,7.8035969734191895
1702347118.395393,7.8035969734191895
1702347118.395592,7.8035969734191895
1702347118.3958588,7.8035969734191895
1702347118.396024,7.8035969734191895
1702347118.3962002,7.8035969734191895
1702347118.405198,7.8035969734191895
1702347118.4053583,7.8035969734191895
1702347118.405434,7.8035969734191895
1702347118.4055388,7.8035969734191895
1702347118.405846,7.8035969734191895
1702347118.4066386,7.8035969734191895
1702347118.4151773,7.8035969734191895
1702347118.4152386,7.8035969734191895
1702347118.4154925,7.8035969734191895
1702347118.4156542,7.8035969734191895
1702347118.415781,7.8035969734191895
1702347118.4159455,7.8035969734191895
1702347118.4257112,7.8035969734191895
1702347118.42579,7.8035969734191895
1702347118.4263752,7.8035969734191895
1702347118.4266317,7.8035969734191895
1702347118.4267287,7.8035969734191895
1702347118.4269853,7.8035969734191895
1702347118.4356897,7.8035969734191895
1702347118.4357727,7.8035969734191895
1702347118.436011,7.8035969734191895
1702347118.4361408,7.8035969734191895
1702347118.4361596,7.8035969734191895
1702347118.4363875,7.8035969734191895
1702347118.4453614,7.8035969734191895
1702347118.445415,7.8035969734191895
1702347118.4457698,7.8035969734191895
1702347118.44581,7.8035969734191895
1702347118.4459896,7.8035969734191895
1702347118.446174,7.8035969734191895
1702347118.4552143,7.8035969734191895
1702347118.455323,7.8035969734191895
1702347118.455512,7.8035969734191895
1702347118.4560456,7.8035969734191895
1702347118.4562364,7.8035969734191895
1702347118.4569337,7.8035969734191895
1702347118.4653213,7.8035969734191895
1702347118.4653342,7.8035969734191895
1702347118.4654567,7.8035969734191895
1702347118.4656312,7.8035969734191895
1702347118.465783,7.8035969734191895
1702347118.4659197,7.8035969734191895
1702347118.4751868,7.8035969734191895
1702347118.4753683,7.8035969734191895
1702347118.4753952,7.8035969734191895
1702347118.476168,7.8035969734191895
1702347118.4763777,7.8035969734191895
1702347118.4765723,7.8035969734191895
1702347118.4850988,7.8035969734191895
1702347118.4864955,7.8035969734191895
1702347118.4867008,7.8035969734191895
1702347118.4868624,7.8035969734191895
1702347118.4870713,7.8035969734191895
1702347118.4872386,7.8035969734191895
1702347118.4953022,7.8035969734191895
1702347118.495823,7.8035969734191895
1702347118.496012,7.8035969734191895
1702347118.4962232,7.8035969734191895
1702347118.4963784,7.8035969734191895
1702347118.4966302,7.8035969734191895
1702347118.505308,7.8035969734191895
1702347118.5054636,7.8035969734191895
1702347118.5056396,7.8035969734191895
1702347118.5057862,7.8035969734191895
1702347118.5060143,7.8035969734191895
1702347118.5061486,7.8035969734191895
1702347118.5154138,7.8035969734191895
1702347118.515514,7.8035969734191895
1702347118.5157056,7.8035969734191895
1702347118.5158768,7.8035969734191895
1702347118.5163546,7.8035969734191895
1702347118.516875,7.8035969734191895
1702347118.5251381,7.8035969734191895
1702347118.5252597,7.8035969734191895
1702347118.5254395,7.8035969734191895
1702347118.5255222,7.8035969734191895
1702347118.525697,7.8035969734191895
1702347118.525836,7.8035969734191895
1702347118.5350301,7.8035969734191895
1702347118.5352283,7.8035969734191895
1702347118.5378594,7.8035969734191895
1702347118.537875,7.8035969734191895
1702347118.5379488,7.8035969734191895
1702347118.5381916,7.8035969734191895
1702347118.5456564,7.8035969734191895
1702347118.545711,7.8035969734191895
1702347118.5461135,7.8035969734191895
1702347118.546252,7.8035969734191895
1702347118.546395,7.8035969734191895
1702347118.546458,7.8035969734191895
1702347118.5552204,7.8035969734191895
1702347118.5553753,7.8035969734191895
1702347118.5556774,7.8035969734191895
1702347118.5563402,7.8035969734191895
1702347118.5564177,7.8035969734191895
1702347118.5656316,7.8035969734191895
1702347118.5658984,7.8035969734191895
1702347118.5662105,7.8035969734191895
1702347118.566249,7.8035969734191895
1702347118.575154,7.8035969734191895
1702347118.5753605,7.8035969734191895
1702347118.5755432,7.8035969734191895
1702347118.575745,7.8035969734191895
1702347118.575913,7.8035969734191895
1702347118.5760689,7.8035969734191895
1702347118.5851927,7.8035969734191895
1702347118.5854535,7.8035969734191895
1702347118.5857878,7.8035969734191895
1702347118.5859838,7.8035969734191895
1702347118.5863197,7.8035969734191895
1702347118.5864277,7.8035969734191895
1702347118.5953968,7.8035969734191895
1702347118.595506,7.8035969734191895
1702347118.5958142,7.8035969734191895
1702347118.5974898,7.8035969734191895
1702347118.5977476,7.8035969734191895
1702347118.5979064,7.8035969734191895
1702347118.6051075,7.8035969734191895
1702347118.6053035,7.8035969734191895
1702347118.6057582,7.8035969734191895
1702347118.606163,7.8035969734191895
1702347118.6071148,7.8035969734191895
1702347118.6075308,7.8035969734191895
1702347118.6150575,7.8035969734191895
1702347118.615402,7.8035969734191895
1702347118.6154115,7.8035969734191895
1702347118.6157951,7.8035969734191895
1702347118.6158028,7.8035969734191895
1702347118.6171675,7.8035969734191895
1702347118.6251078,7.8035969734191895
1702347118.6253467,7.8035969734191895
1702347118.625587,7.8035969734191895
1702347118.62575,7.8035969734191895
1702347118.6259365,7.8035969734191895
1702347118.6259823,7.8035969734191895
